timestamp,ax,ay,az,vibration,rms
112117,0.0518,-0.0007,0.9087,0.0007,0.9102
112137,0.0503,0.0007,0.9075,0.0007,0.9098
112157,0.0486,-0.0015,0.9060,0.0009,0.9091
112177,0.0486,0.0007,0.9065,0.0007,0.9087
112197,0.0525,0.0000,0.9116,0.0016,0.9100
112217,0.0520,0.0002,0.9063,0.0009,0.9093
112237,0.0515,-0.0029,0.9143,0.0021,0.9113
112257,0.0479,-0.0054,0.9084,0.0017,0.9108
112277,0.0479,-0.0029,0.9089,0.0007,0.9106
112297,0.0481,-0.0012,0.9126,0.0011,0.9116
112317,0.0537,-0.0005,0.9106,0.0015,0.9118
112337,0.0505,0.0015,0.9124,0.0011,0.9124
112357,0.0503,-0.0005,0.9111,0.0001,0.9124
112377,0.0498,-0.0034,0.9045,0.0021,0.9105
112397,0.0527,-0.0015,0.9075,0.0009,0.9100
112417,0.0496,0.0007,0.9065,0.0010,0.9094
112437,0.0474,0.0029,0.9094,0.0015,0.9098
112457,0.0496,0.0017,0.9087,0.0004,0.9098
112477,0.0527,0.0000,0.9092,0.0010,0.9101
112497,0.0515,0.0002,0.9077,0.0004,0.9098
112517,0.0527,0.0002,0.9106,0.0009,0.9105
112537,0.0486,0.0027,0.9119,0.0014,0.9113
112557,0.0530,0.0032,0.9114,0.0011,0.9118
112577,0.0527,-0.0034,0.9104,0.0016,0.9118
112597,0.0488,-0.0054,0.9065,0.0022,0.9106
112617,0.0513,0.0007,0.9128,0.0013,0.9117
112637,0.0508,-0.0007,0.9104,0.0001,0.9118
112657,0.0498,0.0024,0.9133,0.0014,0.9126
112677,0.0488,-0.0007,0.9121,0.0006,0.9129
112697,0.0498,-0.0012,0.9128,0.0005,0.9133
112717,0.0505,-0.0027,0.9089,0.0011,0.9124
112737,0.0520,0.0000,0.9087,0.0010,0.9117
112757,0.0520,-0.0005,0.9153,0.0015,0.9132
112777,0.0466,0.0000,0.9072,0.0019,0.9118
112797,0.0505,-0.0012,0.9109,0.0004,0.9119
112817,0.0500,-0.0015,0.9138,0.0010,0.9129
112837,0.0522,-0.0027,0.9102,0.0009,0.9125
112857,0.0491,0.0010,0.9104,0.0009,0.9123
112877,0.0498,0.0007,0.9072,0.0012,0.9112
112897,0.0486,-0.0022,0.9119,0.0010,0.9118
112917,0.0518,0.0005,0.9065,0.0014,0.9106
112937,0.0527,-0.0044,0.9080,0.0014,0.9103
112957,0.0537,-0.0012,0.9084,0.0008,0.9102
112977,0.0535,-0.0027,0.9092,0.0006,0.9104
112997,0.0493,-0.0049,0.9072,0.0014,0.9098
113017,0.0493,-0.0012,0.9119,0.0013,0.9108
113037,0.0474,-0.0024,0.9082,0.0011,0.9104
113057,0.0500,-0.0015,0.9136,0.0014,0.9118
113077,0.0486,-0.0024,0.9065,0.0012,0.9106
113097,0.0498,-0.0022,0.9106,0.0004,0.9110
113117,0.0503,-0.0002,0.9116,0.0009,0.9116
113137,0.0513,-0.0037,0.9094,0.0008,0.9114
113157,0.0508,0.0010,0.9138,0.0015,0.9125
113177,0.0557,0.0051,0.9131,0.0026,0.9132
113197,0.0474,-0.0046,0.9084,0.0023,0.9121
113217,0.0515,0.0027,0.9124,0.0012,0.9126
113237,0.0496,0.0005,0.9087,0.0009,0.9119
113257,0.0515,0.0002,0.9126,0.0007,0.9125
113277,0.0498,-0.0034,0.9065,0.0018,0.9111
113297,0.0488,0.0044,0.9084,0.0017,0.9107
113317,0.0508,-0.0020,0.9102,0.0009,0.9110
113337,0.0493,-0.0042,0.9099,0.0013,0.9111
113357,0.0493,0.0002,0.9167,0.0022,0.9132
113377,0.0496,0.0007,0.9080,0.0012,0.9120
113397,0.0520,-0.0015,0.9048,0.0019,0.9103
113417,0.0518,0.0005,0.9080,0.0006,0.9100
113437,0.0500,-0.0005,0.9023,0.0019,0.9081
113457,0.0520,-0.0007,0.9116,0.0015,0.9096
113477,0.0515,-0.0017,0.9106,0.0008,0.9104
113497,0.0500,0.0010,0.9131,0.0014,0.9116
113517,0.0491,-0.0002,0.9033,0.0021,0.9095
113537,0.0500,-0.0015,0.9084,0.0004,0.9096
113557,0.0503,-0.0042,0.9072,0.0011,0.9093
113577,0.0510,-0.0059,0.9019,0.0022,0.9075
113597,0.0498,-0.0020,0.9082,0.0007,0.9081
113617,0.0466,0.0027,0.9077,0.0020,0.9084
113637,0.0491,0.0000,0.9067,0.0003,0.9083
113657,0.0540,-0.0012,0.9033,0.0018,0.9073
113677,0.0518,-0.0049,0.9092,0.0016,0.9083
113697,0.0508,-0.0017,0.9084,0.0005,0.9088
113717,0.0476,-0.0010,0.9050,0.0012,0.9080
113737,0.0515,-0.0007,0.9121,0.0017,0.9097
113757,0.0508,-0.0022,0.9128,0.0014,0.9111
113777,0.0505,0.0007,0.9102,0.0007,0.9112
113797,0.0466,-0.0022,0.9053,0.0018,0.9098
113817,0.0481,-0.0020,0.9109,0.0008,0.9105
113837,0.0498,-0.0002,0.9109,0.0007,0.9110
113857,0.0510,0.0012,0.9131,0.0014,0.9121
113877,0.0471,0.0002,0.9138,0.0012,0.9130
113897,0.0508,0.0034,0.9089,0.0015,0.9122
113917,0.0513,0.0002,0.9063,0.0015,0.9108
113937,0.0503,-0.0015,0.9065,0.0011,0.9099
113957,0.0508,-0.0012,0.9126,0.0013,0.9112
113977,0.0493,0.0024,0.9050,0.0017,0.9097
113997,0.0508,-0.0024,0.9070,0.0010,0.9093
114017,0.0520,-0.0024,0.9084,0.0008,0.9095
114037,0.0496,-0.0002,0.9124,0.0013,0.9108
114057,0.0491,0.0020,0.9048,0.0017,0.9094
114077,0.0503,-0.0039,0.9106,0.0014,0.9102
114097,0.0544,0.0037,0.9094,0.0020,0.9104
114117,0.0466,-0.0022,0.9092,0.0016,0.9104
114137,0.0457,-0.0015,0.9097,0.0013,0.9105
114157,0.0522,-0.0005,0.9106,0.0012,0.9110
114177,0.0510,-0.0010,0.9097,0.0004,0.9110
114197,0.0500,0.0012,0.9104,0.0006,0.9113
114217,0.0510,-0.0029,0.9114,0.0010,0.9117
114237,0.0527,0.0044,0.9072,0.0020,0.9108
114257,0.0503,0.0007,0.9075,0.0006,0.9102
114277,0.0535,0.0007,0.9099,0.0009,0.9106
114297,0.0493,-0.0020,0.9063,0.0014,0.9097
114317,0.0503,0.0020,0.9087,0.0007,0.9098
114337,0.0496,0.0005,0.9070,0.0006,0.9094
114357,0.0508,0.0024,0.9087,0.0006,0.9096
114377,0.0488,-0.0029,0.9084,0.0013,0.9096
114397,0.0505,0.0007,0.9104,0.0007,0.9103
114417,0.0493,-0.0010,0.9089,0.0004,0.9103
114437,0.0515,0.0005,0.9121,0.0011,0.9113
114457,0.0493,0.0017,0.9138,0.0013,0.9124
114477,0.0525,0.0020,0.9109,0.0008,0.9124
114497,0.0513,0.0010,0.9124,0.0004,0.9128
114517,0.0471,0.0007,0.9087,0.0014,0.9120
114537,0.0500,-0.0002,0.9072,0.0011,0.9110
114557,0.0503,0.0037,0.9153,0.0020,0.9127
114577,0.0498,-0.0020,0.9102,0.0011,0.9123
114597,0.0486,0.0037,0.9031,0.0026,0.9099
114617,0.0532,-0.0017,0.9089,0.0015,0.9101
114637,0.0518,-0.0012,0.9082,0.0006,0.9100
114657,0.0503,0.0044,0.9111,0.0016,0.9107
114677,0.0505,0.0015,0.9094,0.0001,0.9108
114697,0.0493,0.0007,0.9116,0.0008,0.9114
114717,0.0532,-0.0039,0.9097,0.0018,0.9114
114737,0.0483,-0.0015,0.9114,0.0010,0.9117
114757,0.0471,-0.0010,0.9075,0.0013,0.9108
114777,0.0520,-0.0005,0.9009,0.0027,0.9083
114797,0.0483,-0.0022,0.9072,0.0007,0.9084
114817,0.0483,0.0012,0.9099,0.0012,0.9092
114837,0.0508,-0.0010,0.9094,0.0007,0.9097
114857,0.0503,-0.0017,0.9070,0.0006,0.9093
